epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,419.698,0.39392,0.79474,0.86812,0.95866,0.99149,0.995,0.91802,0.33198,1.14465,0.79644,0.00108938,0.00108938,0.00108938
37,433.153,0.38664,0.77962,0.83765,0.9771,1,0.995,0.95478,0.32538,1.13801,0.79402,0.00107288,0.00107288,0.00107288
38,446.543,0.33208,0.69923,0.84742,0.98908,1,0.995,0.96123,0.32055,1.07038,0.79656,0.00105638,0.00105638,0.00105638
39,460.103,0.36306,0.7331,0.82378,0.98787,1,0.995,0.95769,0.34299,1.02664,0.80052,0.00103987,0.00103987,0.00103987
40,473.551,0.38345,0.7153,0.84705,0.98934,1,0.995,0.94802,0.35535,0.99305,0.8016,0.00102337,0.00102337,0.00102337
41,486.563,0.38602,0.74544,0.87907,0.99064,1,0.995,0.94935,0.34064,0.97506,0.79843,0.00100687,0.00100687,0.00100687
42,499.377,0.38897,0.72644,0.87091,0.98465,1,0.995,0.96674,0.3156,0.99469,0.7932,0.000990365,0.000990365,0.000990365
43,512.444,0.34812,0.66727,0.86353,0.97604,1,0.995,0.98148,0.28442,0.93892,0.78731,0.000973861,0.000973861,0.000973861
44,525.3,0.34378,0.67981,0.84748,0.9749,1,0.995,0.9823,0.26683,0.90075,0.78276,0.000957358,0.000957358,0.000957358
45,538.297,0.33582,0.64482,0.82666,0.98376,1,0.995,0.995,0.27421,0.86541,0.78157,0.000940855,0.000940855,0.000940855
46,551.241,0.33961,0.64076,0.85605,0.99131,1,0.995,0.9521,0.31477,0.83596,0.78604,0.000924352,0.000924352,0.000924352
47,564.235,0.33661,0.61277,0.85415,0.9928,1,0.995,0.94758,0.31021,0.81307,0.78567,0.000907848,0.000907848,0.000907848
48,577.521,0.34068,0.60023,0.83783,0.99159,1,0.995,0.93925,0.30367,0.8247,0.78533,0.000891345,0.000891345,0.000891345
49,591.02,0.33521,0.61481,0.8105,0.98905,1,0.995,0.93751,0.31226,0.81015,0.78934,0.000874842,0.000874842,0.000874842
50,604.358,0.32824,0.60393,0.87016,0.99177,1,0.995,0.94896,0.30706,0.80738,0.79287,0.000858338,0.000858338,0.000858338
51,617.824,0.30454,0.63757,0.84257,0.99323,1,0.995,0.96065,0.28882,0.79989,0.78891,0.000841835,0.000841835,0.000841835
52,631.147,0.31251,0.63059,0.83264,0.99365,1,0.995,0.95462,0.28638,0.79068,0.78416,0.000825332,0.000825332,0.000825332
53,644.712,0.32042,0.61025,0.84896,0.99365,1,0.995,0.97809,0.27331,0.78625,0.78162,0.000808828,0.000808828,0.000808828
54,658.258,0.31666,0.58803,0.85195,0.99384,1,0.995,0.97402,0.2763,0.76633,0.78187,0.000792325,0.000792325,0.000792325
55,671.644,0.35356,0.61154,0.85098,0.99318,1,0.995,0.96285,0.28819,0.77491,0.78351,0.000775822,0.000775822,0.000775822
56,685.065,0.35373,0.61567,0.84973,0.99019,1,0.995,0.97768,0.26836,0.79175,0.77835,0.000759318,0.000759318,0.000759318
57,698.256,0.30653,0.55271,0.82438,0.99076,1,0.995,0.96757,0.27612,0.80952,0.77758,0.000742815,0.000742815,0.000742815
58,711.644,0.32188,0.57319,0.84353,0.99382,1,0.995,0.9711,0.28147,0.80493,0.77887,0.000726312,0.000726312,0.000726312
59,724.644,0.33167,0.59242,0.85926,0.99095,1,0.995,0.96811,0.27946,0.78582,0.78109,0.000709809,0.000709809,0.000709809
60,737.898,0.29682,0.56794,0.83197,0.99006,1,0.995,0.97617,0.27575,0.76744,0.78648,0.000693305,0.000693305,0.000693305
61,751.152,0.29815,0.56838,0.8566,0.99021,1,0.995,0.95931,0.27113,0.77392,0.78561,0.000676802,0.000676802,0.000676802
62,764.186,0.31612,0.56368,0.84435,0.99092,1,0.995,0.97444,0.26526,0.75727,0.78241,0.000660299,0.000660299,0.000660299
63,777.368,0.3088,0.54336,0.84218,0.99294,1,0.995,0.98745,0.26196,0.73174,0.77858,0.000643795,0.000643795,0.000643795
64,790.504,0.29715,0.51931,0.82641,0.99347,1,0.995,0.98073,0.25838,0.71906,0.77625,0.000627292,0.000627292,0.000627292
65,803.661,0.34145,0.57105,0.87057,0.99329,1,0.995,0.97805,0.26336,0.7353,0.77773,0.000610789,0.000610789,0.000610789
66,816.683,0.28762,0.52118,0.83807,0.99194,1,0.995,0.97805,0.25769,0.75665,0.77803,0.000594286,0.000594286,0.000594286
67,829.963,0.31144,0.53421,0.83946,0.99071,1,0.995,0.97622,0.25902,0.76449,0.77865,0.000577782,0.000577782,0.000577782
68,841.009,0.29871,0.56272,0.85038,0.99185,1,0.995,0.98354,0.2725,0.75696,0.78011,0.000561279,0.000561279,0.000561279
69,851.847,0.32964,0.5393,0.84121,0.99414,1,0.995,0.995,0.26901,0.73901,0.78082,0.000544776,0.000544776,0.000544776
70,863.812,0.28889,0.51906,0.83522,0.9939,1,0.995,0.995,0.25059,0.7168,0.77847,0.000528272,0.000528272,0.000528272
71,874.677,0.27348,0.50004,0.82507,0.99335,1,0.995,0.995,0.23767,0.70485,0.77737,0.000511769,0.000511769,0.000511769
72,885.545,0.29461,0.50287,0.82556,0.99289,1,0.995,0.995,0.24242,0.69214,0.77922,0.000495266,0.000495266,0.000495266
73,896.344,0.2815,0.51405,0.83661,0.99219,1,0.995,0.9787,0.25308,0.69441,0.78108,0.000478762,0.000478762,0.000478762
74,907.126,0.31462,0.51116,0.8474,0.99114,1,0.995,0.9706,0.26079,0.70227,0.78149,0.000462259,0.000462259,0.000462259
75,917.898,0.28473,0.49637,0.83592,0.99033,1,0.995,0.97924,0.26363,0.70754,0.78132,0.000445756,0.000445756,0.000445756
76,929.014,0.31181,0.50504,0.84572,0.99027,1,0.995,0.97668,0.26739,0.69132,0.78119,0.000429253,0.000429253,0.000429253
77,939.898,0.28686,0.49121,0.8309,0.99053,1,0.995,0.96324,0.26384,0.68848,0.78005,0.000412749,0.000412749,0.000412749
78,950.623,0.26589,0.49566,0.83473,0.99094,1,0.995,0.9704,0.25563,0.69397,0.77848,0.000396246,0.000396246,0.000396246
79,961.411,0.29161,0.50036,0.83521,0.99228,1,0.995,0.98127,0.25093,0.69213,0.77743,0.000379743,0.000379743,0.000379743
80,972.405,0.2993,0.4724,0.80597,0.99293,1,0.995,0.98127,0.25094,0.67488,0.77686,0.000363239,0.000363239,0.000363239
81,983.214,0.32955,0.48792,0.82076,0.99349,1,0.995,0.98195,0.25186,0.65518,0.77652,0.000346736,0.000346736,0.000346736
82,994.094,0.26821,0.4813,0.83183,0.99333,1,0.995,0.98264,0.25174,0.63444,0.77606,0.000330233,0.000330233,0.000330233
83,1004.9,0.2658,0.48488,0.82635,0.99343,1,0.995,0.97715,0.25726,0.63452,0.77639,0.000313729,0.000313729,0.000313729
84,1015.73,0.28702,0.47089,0.81977,0.9938,1,0.995,0.97715,0.25414,0.62802,0.77589,0.000297226,0.000297226,0.000297226
85,1026.46,0.26889,0.47278,0.83548,0.99391,1,0.995,0.98279,0.24599,0.61297,0.7749,0.000280723,0.000280723,0.000280723
86,1037.31,0.27092,0.44818,0.82785,0.99411,1,0.995,0.98951,0.24059,0.60352,0.7749,0.00026422,0.00026422,0.00026422
87,1048.04,0.26971,0.47066,0.828,0.99412,1,0.995,0.98951,0.23985,0.5984,0.77579,0.000247716,0.000247716,0.000247716
88,1058.88,0.25233,0.45957,0.81663,0.99404,1,0.995,0.98951,0.24057,0.59459,0.77736,0.000231213,0.000231213,0.000231213
89,1069.75,0.28097,0.44725,0.82577,0.99406,1,0.995,0.98333,0.24593,0.59424,0.77923,0.00021471,0.00021471,0.00021471
90,1080.76,0.25697,0.44193,0.82725,0.99396,1,0.995,0.97803,0.25366,0.59379,0.77998,0.000198206,0.000198206,0.000198206
91,1092.13,0.23326,0.624,0.7935,0.99369,1,0.995,0.97721,0.25869,0.59144,0.78036,0.000181703,0.000181703,0.000181703
92,1103.15,0.26936,0.59658,0.82804,0.99363,1,0.995,0.97721,0.26359,0.59531,0.78053,0.0001652,0.0001652,0.0001652
93,1114.09,0.26213,0.6049,0.79606,0.99345,1,0.995,0.97253,0.26418,0.61097,0.7801,0.000148696,0.000148696,0.000148696
94,1124.94,0.2424,0.60098,0.80599,0.99351,1,0.995,0.97852,0.26064,0.62666,0.77852,0.000132193,0.000132193,0.000132193
95,1136.05,0.23692,0.59887,0.79327,0.99364,1,0.995,0.97852,0.25673,0.63222,0.77724,0.00011569,0.00011569,0.00011569
96,1146.81,0.23368,0.59194,0.80639,0.99351,1,0.995,0.97773,0.24921,0.63347,0.77564,9.91865e-05,9.91865e-05,9.91865e-05
97,1157.63,0.24151,0.59929,0.8207,0.9934,1,0.995,0.97773,0.2445,0.63305,0.77494,8.26832e-05,8.26832e-05,8.26832e-05
98,1168.26,0.23033,0.60568,0.80805,0.99337,1,0.995,0.97773,0.24311,0.6293,0.77494,6.61799e-05,6.61799e-05,6.61799e-05
99,1179.05,0.23676,0.61997,0.81594,0.99318,1,0.995,0.98402,0.24325,0.62505,0.77509,4.96766e-05,4.96766e-05,4.96766e-05
100,1189.86,0.23091,0.60933,0.81747,0.99329,1,0.995,0.98402,0.24266,0.62114,0.77506,3.31733e-05,3.31733e-05,3.31733e-05
